Direction,Date,Message
Sent,"2025-09-25 23:03:37","It wasn’t g"
Sent,"2025-09-25 23:03:41","Good "
Received,"2025-09-25 23:03:56",What????
Sent,"2025-09-25 23:05:28","no I had to bail - it was a deep cut ""aisha was only 9"" joke and no lmao"
Received,"2025-09-25 23:05:59",Ooooood
Received,"2025-09-25 23:06:02",OooooF
Sent,"2025-09-25 23:06:26","maybe send the new clipse album"
Sent,"2025-09-25 23:06:44","that is like 6 months of distraction digesting it"
Received,"2025-09-25 23:07:00","We don’t know how old she was, to be fair. I’ve argued this and called all my Muslims pedophile supporters. But - truly in the Quran it doesn’t verify"
Received,"2025-09-25 23:07:27","Thank you"
Sent,"2025-09-25 23:08:22","i  throw it in the ""don't know but looks bad"" bucket on the aisha question and proceed as though it's probably not the mark of some kind of divine being"
Received,"2025-09-25 23:08:54","Trust me, we know "
Sent,"2025-09-25 23:08:58","like moses living to be 400 or whatever "
Received,"2025-09-25 23:09:01","We meaning me and you"
Sent,"2025-09-25 23:09:05","or jesus being resurrected "
Received,"2025-09-25 23:09:14","They can all fuck off fr"
Received,"2025-09-25 23:10:17","Imagine tho being alive in this time. What a fucking story "
Sent,"2025-09-25 23:10:28","now? Or then?"
Received,"2025-09-25 23:10:33",Then
Sent,"2025-09-25 23:10:57","hard pass. "
Sent,"2025-09-25 23:11:08","not enough chrome books "
Sent,"2025-09-25 23:11:11","or clipse albums"
Sent,"2025-09-25 23:11:23",etc
Received,"2025-09-25 23:12:21","Lol I know but I’m saying to watch all the people flock to the book first for entertainment and then hope. I mean, I would have never fell for the shit but on an entertainment scale I’m sure I was bored asf just watching grass grow for 29 years at the time. It was a hit"
Sent,"2025-09-25 23:14:21","if there was actually a god, she would be boosting me up with some kind of divine inspiration to clean this shit - against an army of fucking spiders that i'm sure are stalking around down here and ""Bee Who Shall Not Be Named"""
Received,"2025-09-25 23:14:47","Not true"
Sent,"2025-09-25 23:14:53","okay but "
Sent,"2025-09-25 23:15:02","that was a wonderful callback/harry potter referene"
Sent,"2025-09-25 23:15:28","so either way i'm going to die."
Received,"2025-09-25 23:15:33","Maybe a higher power put you here to concur your fear. "
Sent,"2025-09-25 23:16:44","being otally honest I have no idea what series of events would possibly lead to that outcome lmao"
Sent,"2025-09-25 23:17:00","i could smash 500 of them and see one more and run screaming like a little girl "
Sent,"2025-09-25 23:17:37","so unless one comes scampering over with a bag of drugs as a peace offering "
Sent,"2025-09-25 23:18:12","ithink we’re going to be locked in a hot war against each other "
Received,"2025-09-25 23:18:35","You .. are .. outrageous 😂😘"
Sent,"2025-09-25 23:19:28","i'mgoing to go do like ONE thing "
Sent,"2025-09-25 23:19:41","and then run and give the bugs a ceasefire to leave the areas"
Sent,"2025-09-25 23:19:49","like they did in Gaza"
Sent,"2025-09-25 23:20:09","i'll smash them in the refugee camps they evacuate to. "
Sent,"2025-09-25 23:20:13","wish me luck"
Sent,"2025-09-25 23:20:37","i should fucking gopro this military op"
Sent,"2025-09-25 23:26:02","okay one step done. i want to hang myself but i'm going to hold off for the moment"
Sent,"2025-09-25 23:28:04","okay but one super sincere thing:

i trust you. I do.  "
Sent,"2025-09-25 23:28:15","i'll just leave it at that"
Sent,"2025-09-25 23:29:06","you can extrapolate that to whatever issue you would like to 😘 "
Sent,"2025-09-25 23:30:08",NONOOOOOOOO
Sent,"2025-09-25 23:30:27","i heard a song"
Sent,"2025-09-25 23:30:37","and I was like oooofff I like this"
Sent,"2025-09-25 23:30:45","………it was one of your fucking songs"
Sent,"2025-09-25 23:31:13","This is a big day for you. That is a BIG DEAL. "
Sent,"2025-09-25 23:31:35","￼"
Sent,"2025-09-25 23:32:29","There you go. You got me. points for you"
Sent,"2025-09-25 23:46:27","i love you. 

At the risk of saying more than I should, I guess I feel like you do not need to be absorbing the type of conditions that you've described in like most of your past relationships and i could be wrong, but it doesn't sound like these (sometimes literally) deadly serious problems are fun for you."
Sent,"2025-09-25 23:52:13","this could mean any number of things, and there's no limit to the possibilities…but there’s never going to be a better time to figure out what a better life would look like for yourself and try to make that a reality. Forget about me, this is a crossroads where you are still don’t have the kinds of permanent obligations that hold most people our age from following what they think is actually the life they will enjoy "
Sent,"2025-09-26 00:01:42","you deserve to be happy. yes i believe that i am custom built to do that and I would never stop feeling like the luckiest guy on eaI’m. But i’m fucking telling you just as a generic human observer, and not as dan who is desperately trying to woo you, that you **deserve** to be absolutely treasured and not be in the middle of so much unnecessary and traumatizing stress. you deserve to deal a life of your problems being trivial white people problems that aren't involving the muslim brotherhood or any type of dark triad mental illness. 
you deserve to have some fun because you're a world class weirdo, oddity and truly someone who has earned the designation of being ""extraordinary"""
Sent,"2025-09-26 00:03:45","so….if you decide you want someone to build something new with, I know a guy in his mom’s basement with nothing to lose and wanting to do the same thing <3"
Sent,"2025-09-26 00:46:32","I feel like I’ve sent you an absurd amount of texts but I finished the bathroom "
Sent,"2025-09-26 01:07:16","I love you so much. I re-read the stuff you said earlier and I just want you to know that it means a lot to me. 

Also...I notice everything. I noticed your location sharing. I noticed your read receipts. I notice even the smallest, most trivial things you say. 
These are not small things to me. They all are HUGE and symbolic and they all made me feel like you’re trying to insert yourself.  I just don’t want you to think that I didn’t “get it” or didn’t notice and that I can not tell you how much that kind of stuff means to me. "
Sent,"2025-09-26 01:23:53","Kristin - I’ve just never experienced anything like this. There is no way to go back to a world where I don’t know that I’m literally stuck knowing that through some kind of weird cosmic accident - two comically compatible people’s paths bent towards each other to force us into each other’s li’t know what that means, if that’s an actual ‘thing’e most. 

My world is change forever…I found “the one”.  I can’t just forget that, I will always know you exist and that you are the closest and most meaningful connection I’ve ever had with anybody.

"
Sent,"2025-09-26 02:27:24","￼"
Sent,"2025-09-26 02:27:45","thanks for the present <3"
Sent,"2025-09-26 02:28:57","i swear to christ kristin if i also find a stupid pile of your xanax while i am cleaning this room i am walking to waynesburg to murder you lmao "
Sent,"2025-09-26 02:34:48","just kidding though i'll save the weed for you ( minus a single one hitter )

it was literally underneath the dyson fan so nice job on that one - good hiding spot"
Received,"2025-09-26 03:23:48",Lmao
Received,"2025-09-26 03:23:56",WHYYYYY
Received,"2025-09-26 03:24:25","And why the fuckkkkkk are the cams like thisssss"
Received,"2025-09-26 03:37:20",Ughhhhhhhhhhh
Received,"2025-09-26 03:40:14",Gffgggyyttyyyuucchh
Received,"2025-09-26 03:43:07","Blaeeehhhhhh 🤮"
Received,"2025-09-26 03:44:41","I saw you talking to someone ewwwwww lol"
Received,"2025-09-26 03:44:45","I’m geeked up"
Received,"2025-09-26 03:44:59","Full panic"
Sent,"2025-09-26 03:45:04","Yes my mom"
Sent,"2025-09-26 03:45:07",lol
Sent,"2025-09-26 03:45:11","she is yelling at me"
Received,"2025-09-26 03:45:19",No
Sent,"2025-09-26 03:45:19","For not mopping the floor down here"
Sent,"2025-09-26 03:45:26",No?
Sent,"2025-09-26 03:45:33","She’s still down here lmao"
Received,"2025-09-26 03:45:34","Why are the cams like this?"
Sent,"2025-09-26 03:46:13","Watch the “long” cam"
Sent,"2025-09-26 03:46:18","She’s about to walk back down here"
Sent,"2025-09-26 03:46:27","I am speed cleaning here lmao"
Received,"2025-09-26 03:46:47","I diddddddd both cams are fucked. And I saw you scrolling talking to someone idk I can’t see. It’s fine "
Sent,"2025-09-26 03:46:51","I set it up facing the bathroom"
Sent,"2025-09-26 03:46:56",What?
Sent,"2025-09-26 03:47:03",now
Sent,"2025-09-26 03:47:06",see
Sent,"2025-09-26 03:47:52","come onnnnnnn dude you think I’m going to do some dumb shit like that"
Sent,"2025-09-26 03:48:06","Immediately after professing my undying love to you for like 2 hours come on "
Sent,"2025-09-26 03:48:22","There have fun watching me get yelled at"
Sent,"2025-09-26 03:49:41","I want to go to fucking sleep personally. I’m trying to get this witch out of here"
Received,"2025-09-26 03:49:52","￼"
Received,"2025-09-26 03:50:09","What’s this and where did it go? 😩😩😩😩😩😩"
Sent,"2025-09-26 03:50:19"," What am I looking at"
Sent,"2025-09-26 03:50:29","hold on"
Received,"2025-09-26 03:51:02","Idk you tell me that’s where 1 cam was faced and now it’s gone from the clips ……. 

And the other cam was completely somewhere else "
Received,"2025-09-26 03:51:05","Ugh it’s fine"
Sent,"2025-09-26 03:51:06","OH okay I can see the mesh siding of my fanny pack ba"
Sent,"2025-09-26 03:51:48",What?
Sent,"2025-09-26 03:52:13","￼"
Sent,"2025-09-26 03:52:21","That’s the mesh siding of the fanny pack hanging from my book case thing"
Sent,"2025-09-26 03:52:35","  Oh lmao I see now"
Sent,"2025-09-26 03:52:44","the camera was literally hanging off the side"
Sent,"2025-09-26 03:52:48","Look I’ll put it back like that "
Received,"2025-09-26 03:53:52","All I know is I woke up and checked both cams and both of them you are out of view. And then earlier I saw you scrolling like talking to someone and no it wasn’t Suz but"
Received,"2025-09-26 03:53:59","It’s fine ….. lol just fuck it "
Received,"2025-09-26 03:54:17","I’m not mad"
Sent,"2025-09-26 03:54:22","seriously tho"
Received,"2025-09-26 03:54:39","It’s okay"
Sent,"2025-09-26 03:55:28","Why is it so hard for you to believe that I’m not just lying to you constantly"
Sent,"2025-09-26 03:55:35","I’m here cleaning my room lmao"
Sent,"2025-09-26 03:55:42","My mother is down here annoying me"
Sent,"2025-09-26 03:55:51","I’m up to literally less than nothing I promise"
Received,"2025-09-26 03:56:04","Alrighty. That’s my fault then"
Sent,"2025-09-26 03:56:20","seriously I don’t want you to worry like that"
Received,"2025-09-26 03:56:26","I will let you continue to clean and be annoyed with mom"
Sent,"2025-09-26 03:56:26","I know you will but like"
